Timestamp,Temperature,Humidity,Soil,Water,Pump
2026-06-11 12:22:10.529904,25,70,3616,2217,OFF
2026-06-11 12:22:15.555210,31,65,3028,1374,OFF
2026-06-11 12:22:20.579057,37,40,3314,59,OFF
2026-06-11 12:22:25.603314,28,40,3635,1886,OFF
2026-06-11 12:22:30.639692,26,65,1594,3013,ON
2026-06-11 12:22:35.668847,35,74,598,3756,ON
2026-06-11 12:22:40.691851,25,41,3620,1296,OFF
2026-06-11 12:22:45.718097,24,90,1061,3402,ON
2026-06-11 12:22:50.741430,39,88,323,158,ON
2026-06-11 12:22:55.763809,36,66,227,1177,ON
2026-06-11 12:23:00.789909,32,58,562,3819,ON
2026-06-11 12:23:05.814754,37,56,1751,407,ON
2026-06-11 12:23:10.840608,30,43,2959,2725,OFF
2026-06-11 12:23:15.863738,24,56,2555,440,OFF
2026-06-11 12:23:20.875083,24,87,3004,3462,OFF
2026-06-11 12:23:25.898877,34,80,3811,2965,OFF
2026-06-11 12:23:30.908769,25,77,1866,3492,ON
2026-06-11 12:23:35.917863,26,49,1251,3396,ON
2026-06-11 12:23:40.927016,27,74,503,3876,ON
2026-06-11 12:23:45.937511,33,54,1841,1108,ON
2026-06-11 12:23:50.947289,37,85,1338,2879,ON
2026-06-11 12:23:55.955670,31,59,838,570,ON
2026-06-11 12:24:00.961959,26,69,3817,3169,OFF
2026-06-11 12:24:05.968907,36,78,1950,2454,ON
2026-06-11 12:24:10.975897,30,45,984,3765,ON
2026-06-11 12:24:15.982238,23,53,1306,3048,ON
2026-06-11 12:24:21.001867,34,52,1805,2677,ON
2026-06-11 12:24:26.010180,40,78,1434,616,ON
2026-06-11 12:24:31.019022,33,60,1861,1984,ON
2026-06-11 12:24:36.044232,25,55,752,1864,ON
2026-06-11 15:26:05.804112,23,75,1712,2394,ON
2026-06-11 15:26:10.827893,26,47,179,3008,ON
2026-06-11 20:03:49.690071,27,73,207,3561,ON
2026-06-11 20:03:55.424095,37,86,222,2672,ON
2026-06-11 20:04:00.445476,39,80,3595,1542,OFF
2026-06-11 20:04:05.466862,37,87,3416,1719,OFF
2026-06-11 20:04:10.490326,27,84,2284,2709,OFF
2026-06-11 20:04:15.510365,24,53,3163,135,OFF
2026-06-11 20:04:20.521882,29,65,1428,3141,ON
2026-06-11 20:04:25.543641,26,48,915,2745,ON
2026-06-11 20:04:30.554157,22,44,3090,3493,OFF
2026-06-11 20:04:35.563802,30,46,3356,682,OFF
2026-06-11 20:04:40.612807,31,73,83,3207,ON
2026-06-11 20:04:45.631503,25,78,2968,1973,OFF
2026-06-11 20:04:50.836160,38,83,1588,649,ON
2026-06-11 20:04:56.250809,27,87,538,2457,ON
2026-06-11 20:05:01.271290,29,77,4037,3766,OFF
2026-06-11 20:05:06.291030,25,47,541,2938,ON
2026-06-11 20:05:11.360070,24,88,1847,1457,ON
2026-06-11 20:05:16.538059,39,73,2461,3561,OFF
2026-06-11 20:05:21.576349,39,58,3975,2147,OFF
2026-06-11 20:05:26.599911,25,84,4023,964,OFF
2026-06-11 20:05:31.611290,29,81,922,909,ON
2026-06-11 20:05:36.630931,26,54,738,3768,ON
2026-06-11 20:05:41.659258,27,83,343,2220,ON
2026-06-11 20:05:46.685278,37,77,2546,2378,OFF
2026-06-11 20:05:51.708509,26,46,2198,1861,OFF
2026-06-11 20:05:56.729650,39,82,394,50,ON
2026-06-11 20:06:01.758391,29,42,1480,3291,ON
2026-06-11 20:06:06.779363,40,50,1069,2700,ON
2026-06-11 20:06:11.794488,22,65,1212,2874,ON
2026-06-11 20:06:16.808285,24,83,1438,2557,ON
2026-06-11 20:06:21.833959,36,54,3965,2509,OFF
2026-06-11 20:06:26.854982,35,85,1148,1636,ON
2026-06-11 20:06:31.875775,38,75,1643,470,ON
2026-06-11 20:06:36.910751,24,88,195,271,ON
2026-06-11 20:06:41.934613,39,42,1219,1308,ON
2026-06-11 20:06:46.964811,38,89,2915,3745,OFF
2026-06-11 20:06:51.997608,35,48,2813,2078,OFF
2026-06-11 20:06:57.065078,26,62,3105,790,OFF
2026-06-11 20:07:02.089527,33,67,1470,2606,ON
2026-06-11 20:07:07.165361,38,80,1723,25,ON
2026-06-11 20:07:12.233657,36,48,2914,1140,OFF
2026-06-11 20:07:17.252628,26,84,1988,1297,ON
2026-06-11 20:07:22.266017,26,68,2478,1170,OFF
2026-06-11 20:07:27.332746,28,44,1578,2401,ON
2026-06-11 20:07:32.351169,34,58,2036,3093,OFF
2026-06-11 20:07:37.362597,33,43,1973,2260,ON
2026-06-11 20:07:42.381094,22,72,3019,2854,OFF
2026-06-11 20:07:47.393531,27,41,2330,3286,OFF
2026-06-11 20:07:52.427414,40,66,2313,3214,OFF
2026-06-11 20:07:57.460988,38,40,2751,3751,OFF
2026-06-11 20:08:02.505054,32,61,3460,3360,OFF
2026-06-11 20:08:07.573291,40,85,2897,945,OFF
2026-06-11 20:08:12.638459,27,65,1760,1760,ON
2026-06-11 20:08:17.663837,30,61,291,3543,ON
2026-06-11 20:08:22.733629,33,88,744,3773,ON
2026-06-11 20:08:27.760430,28,46,1607,1207,ON
2026-06-11 20:08:32.804606,37,62,3786,3533,OFF
2026-06-11 20:08:37.825672,39,84,375,11,ON
2026-06-11 20:08:42.842602,38,81,4025,3367,OFF
2026-06-11 20:08:47.862849,29,70,3983,1892,OFF
2026-06-11 20:08:52.893923,26,63,1477,786,ON
2026-06-11 20:08:57.916786,35,65,592,2261,ON
2026-06-11 20:09:03.019780,32,90,3891,3934,OFF
2026-06-11 20:09:08.368143,37,43,3604,2861,OFF
2026-06-11 20:09:13.385396,24,48,1211,2770,ON
2026-06-11 20:09:18.411681,23,87,2762,1964,OFF
2026-06-11 20:09:23.442267,28,57,3764,185,OFF
2026-06-11 20:09:28.467914,28,75,2810,2210,OFF
2026-06-11 20:09:33.536277,29,54,860,2186,ON
2026-06-11 20:09:38.592998,23,51,2681,440,OFF
2026-06-11 20:09:43.683354,34,51,2583,2804,OFF
2026-06-11 20:09:48.717512,24,42,3259,3748,OFF
2026-06-11 20:09:53.730072,36,61,3520,880,OFF
2026-06-11 20:09:58.749726,31,83,3126,120,OFF
2026-06-11 20:10:03.761285,39,80,79,1110,ON
2026-06-11 20:10:08.802586,38,86,800,3902,ON
2026-06-11 20:10:13.817869,37,41,795,2235,ON
2026-06-11 20:10:18.860667,39,41,2360,1769,OFF
2026-06-11 20:10:23.886860,35,47,1060,2968,ON
2026-06-11 20:10:28.903738,26,63,3737,2805,OFF
2026-06-11 20:10:33.920252,34,63,1407,2635,ON
2026-06-11 20:10:38.982030,32,73,1312,2917,ON
2026-06-11 20:10:43.992547,38,75,86,1844,ON
2026-06-11 20:10:49.021847,36,47,2880,792,OFF
2026-06-11 20:10:54.032608,31,78,480,970,ON
2026-06-11 20:10:59.050607,27,61,870,1538,ON
2026-06-11 20:11:04.127268,26,74,875,2239,ON
2026-06-11 20:11:09.192850,36,64,1029,943,ON
2026-06-11 20:11:14.218512,40,42,771,3579,ON
2026-06-11 20:11:19.230954,39,57,4011,527,OFF
2026-06-11 20:11:24.261638,31,43,1099,1369,ON
2026-06-11 20:11:29.330424,29,72,462,2855,ON
2026-06-11 20:11:34.360055,31,88,2674,1918,OFF
2026-06-11 20:11:39.379876,24,88,1371,1505,ON
2026-06-11 20:11:44.391029,31,41,2970,2891,OFF
2026-06-11 20:11:49.456599,22,63,1166,297,ON
2026-06-11 20:11:54.524269,26,57,3109,538,OFF
2026-06-11 20:11:59.540723,40,75,4033,2397,OFF
2026-06-11 20:12:04.571773,29,62,867,1628,ON
2026-06-11 20:12:09.600605,31,76,3189,2275,OFF
2026-06-11 20:12:14.678959,33,90,1606,4044,ON
2026-06-11 20:12:19.705892,29,64,1035,826,ON
2026-06-11 20:12:24.770777,36,49,2551,70,OFF
2026-06-11 20:12:29.839215,34,69,3651,1470,OFF
2026-06-11 20:12:34.860478,27,50,3517,1291,OFF
2026-06-11 20:12:39.928584,23,88,693,460,ON
2026-06-11 20:12:44.994864,39,71,971,0,ON
2026-06-11 20:12:50.028592,37,84,236,104,ON
2026-06-11 20:12:55.040053,24,59,3590,1649,OFF
2026-06-11 20:13:00.069837,24,72,2393,1658,OFF
2026-06-11 20:13:05.087478,31,59,380,1570,ON
2026-06-11 20:13:10.106623,31,57,3614,3902,OFF
2026-06-11 20:13:15.142405,36,72,1095,3931,ON
2026-06-11 20:13:20.174631,39,41,930,164,ON
2026-06-11 20:13:25.190834,25,81,2194,440,OFF
2026-06-11 20:13:30.198694,24,47,3974,529,OFF
2026-06-11 20:13:35.255300,39,56,1166,3055,ON
2026-06-11 20:13:40.314998,23,64,435,672,ON
2026-06-11 20:13:45.326741,27,53,695,900,ON
2026-06-11 20:13:50.334940,32,61,3357,2187,OFF
2026-06-11 20:13:55.380748,32,46,1734,2199,ON
2026-06-11 20:14:00.397346,40,68,643,129,ON
2026-06-11 20:14:05.414101,28,69,1650,2947,ON
2026-06-11 20:14:10.471643,34,56,1348,2964,ON
2026-06-11 20:14:15.516643,24,59,3223,1048,OFF
2026-06-11 20:14:20.534475,24,79,3193,3944,OFF
2026-06-11 20:14:25.589275,28,54,2917,1783,OFF
2026-06-11 20:14:30.622502,34,86,3464,3656,OFF
2026-06-11 20:14:35.673110,26,74,143,3070,ON
2026-06-11 20:14:40.720670,37,68,737,4069,ON
2026-06-11 20:14:45.730185,33,56,971,3436,ON
2026-06-11 20:14:50.741896,38,78,3748,782,OFF
2026-06-11 20:14:55.759864,33,56,2753,1317,OFF
2026-06-11 20:15:00.779865,26,51,1379,2631,ON
2026-06-11 20:15:05.826127,30,68,2459,3953,OFF
2026-06-11 20:15:10.834672,30,58,3534,824,OFF
2026-06-11 20:15:15.889895,34,53,128,2678,ON
2026-06-11 20:15:20.904585,37,75,3218,3409,OFF
2026-06-11 20:15:25.913968,27,80,2868,2373,OFF
2026-06-11 20:15:30.927408,40,67,3907,3613,OFF
2026-06-11 20:15:35.937040,28,76,707,1701,ON
2026-06-11 20:15:40.997010,30,61,1428,1270,ON
2026-06-11 20:15:46.062694,24,76,3265,2742,OFF
2026-06-11 20:15:51.081858,37,61,2688,668,OFF
2026-06-11 20:15:56.095947,23,60,2304,948,OFF
2026-06-11 20:16:01.152479,29,85,654,3097,ON
2026-06-11 20:16:06.183720,25,90,831,770,ON
2026-06-11 20:16:11.256580,24,64,3534,2360,OFF
2026-06-11 20:16:16.324128,29,55,336,557,ON
2026-06-11 20:16:21.333333,29,86,1727,502,ON
2026-06-11 20:16:26.345740,31,56,3917,1101,OFF
2026-06-11 20:16:31.358687,33,86,3390,247,OFF
2026-06-11 20:16:36.380317,22,56,3803,2223,OFF
2026-06-11 20:16:41.448309,30,56,3373,3433,OFF
2026-06-11 20:16:46.476948,39,75,1896,8,ON
2026-06-11 20:16:51.559048,27,61,3500,840,OFF
2026-06-11 20:16:56.577841,25,78,179,617,ON
2026-06-11 20:17:01.647526,27,78,3135,945,OFF
2026-06-11 20:17:06.696647,40,46,3672,2505,OFF
2026-06-11 20:17:11.726913,31,40,1840,971,ON
2026-06-11 20:17:16.810842,32,62,1832,3637,ON
2026-06-11 20:17:21.827251,34,90,3916,3130,OFF
2026-06-11 20:17:26.848162,40,78,864,2600,ON
2026-06-11 20:17:31.862606,34,40,949,3760,ON
2026-06-11 20:17:36.885794,35,57,198,364,ON
2026-06-11 20:17:41.932933,26,88,1402,1813,ON
2026-06-11 20:17:46.991374,36,68,1057,562,ON
2026-06-11 20:17:52.003563,27,78,3218,3340,OFF
2026-06-11 20:17:57.019486,38,60,3185,3602,OFF
2026-06-11 20:18:02.030095,30,86,1244,1415,ON
2026-06-11 20:18:07.077990,24,48,3974,3235,OFF
2026-06-11 20:18:12.137785,24,61,3650,3653,OFF
2026-06-11 20:18:17.160289,33,77,3815,184,OFF
2026-06-11 20:18:22.174744,28,57,2141,1563,OFF
2026-06-11 20:18:27.189454,33,65,2790,2253,OFF
2026-06-11 20:18:32.279037,24,52,1517,2796,ON
2026-06-11 20:18:37.336410,31,71,623,566,ON
2026-06-11 20:18:42.483621,34,58,3253,1686,OFF
2026-06-11 20:18:47.565159,34,45,1156,2240,ON
2026-06-11 20:18:52.598883,25,73,2885,3386,OFF
2026-06-11 20:18:57.666477,30,50,3763,194,OFF
2026-06-11 20:19:02.697386,33,55,3193,2512,OFF
2026-06-11 20:19:07.709322,40,47,2209,3458,OFF
2026-06-11 20:19:12.786660,31,62,497,4061,ON
2026-06-11 20:19:17.851365,33,68,2482,2942,OFF
2026-06-11 20:19:22.878093,23,41,3228,3014,OFF
2026-06-11 20:19:27.944963,24,62,3152,1589,OFF
2026-06-11 20:19:32.976861,30,72,324,846,ON
2026-06-11 20:19:38.011443,22,61,2957,1681,OFF
2026-06-11 20:19:43.043091,37,60,3157,3226,OFF
2026-06-11 20:19:48.088663,33,45,848,1303,ON
2026-06-11 20:19:53.161831,22,88,2577,1511,OFF
2026-06-11 20:19:58.232373,37,67,3870,2588,OFF
2026-06-11 20:20:03.260553,38,86,3209,3019,OFF
2026-06-11 20:20:08.326698,24,77,690,3665,ON
2026-06-11 20:20:13.355258,36,90,24,1237,ON
2026-06-11 20:20:18.386201,22,73,581,2355,ON
2026-06-11 20:20:23.440988,24,88,777,1488,ON
2026-06-11 20:20:28.474179,37,80,3337,3322,OFF
2026-06-11 20:20:33.493482,36,88,1730,26,ON
2026-06-11 20:20:38.507162,22,82,252,373,ON
2026-06-11 20:20:43.540430,31,82,513,301,ON
2026-06-11 20:20:48.551310,23,56,3689,2739,OFF
2026-06-11 20:20:53.571804,27,52,2992,2290,OFF
2026-06-11 20:20:58.632319,36,81,3649,4002,OFF
2026-06-11 20:21:03.702241,23,55,3341,1098,OFF
2026-06-11 20:21:08.735990,31,72,1457,3426,ON
2026-06-11 20:21:13.743984,25,41,4025,2383,OFF
2026-06-11 20:21:18.776549,38,90,2730,2880,OFF
2026-06-11 20:21:23.802064,33,52,1058,3177,ON
2026-06-11 20:21:28.830016,36,65,787,3184,ON
2026-06-11 20:21:33.859601,34,79,1431,4049,ON
2026-06-11 20:21:38.879787,39,64,2595,2132,OFF
2026-06-11 20:21:43.900379,26,51,2211,2922,OFF
2026-06-11 20:21:48.975063,22,51,1435,529,ON
2026-06-11 20:21:54.003001,27,86,340,344,ON
2026-06-11 20:21:59.033551,29,80,962,352,ON
2026-06-11 20:22:04.062017,29,41,1275,2168,ON
2026-06-11 20:22:09.084336,24,84,617,962,ON
2026-06-11 20:22:14.152419,26,52,1996,3737,ON
2026-06-11 20:22:19.173900,40,71,3299,368,OFF
2026-06-11 20:22:24.197587,28,89,2425,3459,OFF
2026-06-11 20:22:29.233554,28,42,1891,2363,ON
2026-06-11 20:22:34.299360,36,90,242,602,ON
2026-06-11 20:22:39.328257,23,49,65,3369,ON
2026-06-11 20:22:44.350924,22,77,808,1366,ON
2026-06-11 20:22:49.400140,38,84,866,1747,ON
2026-06-11 20:22:54.413076,29,52,1805,3461,ON
2026-06-11 20:22:59.459855,25,45,2546,3396,OFF
2026-06-11 20:23:04.540493,25,89,1778,3127,ON
2026-06-11 20:23:09.568759,30,56,1653,2823,ON
2026-06-11 20:23:14.633898,37,77,1971,3327,ON
2026-06-11 20:23:19.683734,24,46,3827,3112,OFF
2026-06-11 20:23:24.716618,22,62,2236,3768,OFF
2026-06-11 20:23:29.730767,34,89,2799,1067,OFF
2026-06-11 20:23:34.790445,36,77,3588,337,OFF
2026-06-11 20:23:39.830861,28,44,1339,1761,ON
2026-06-11 20:23:44.873427,23,47,3624,2,OFF
2026-06-11 20:23:49.904367,23,70,352,2158,ON
2026-06-11 20:23:54.999496,39,78,2624,191,OFF
2026-06-11 20:24:00.066541,28,51,2395,2259,OFF
2026-06-11 20:24:05.095654,40,54,3474,2922,OFF
2026-06-11 20:24:10.114606,28,44,341,1062,ON
2026-06-11 20:24:15.210412,29,51,1141,3502,ON
2026-06-11 20:24:20.232973,25,69,501,2801,ON
2026-06-11 20:24:25.251994,36,88,1671,173,ON
2026-06-11 20:24:30.264161,40,60,3426,3468,OFF
2026-06-11 20:24:35.315140,38,82,3335,3915,OFF
2026-06-11 20:24:40.400507,39,50,3271,1728,OFF
2026-06-11 20:24:45.421548,31,77,1940,2606,ON
2026-06-11 20:24:50.498173,33,43,3879,2775,OFF
2026-06-11 20:24:55.572999,28,58,3124,2794,OFF
2026-06-11 20:25:00.596005,32,83,589,4049,ON
2026-06-11 20:25:05.720796,31,80,807,1027,ON
2026-06-11 20:25:10.743959,26,80,2090,2836,OFF
2026-06-11 20:25:15.763572,37,67,76,1955,ON
2026-06-11 20:25:20.789455,40,68,888,4015,ON
2026-06-11 20:25:25.861104,24,88,4045,1500,OFF
2026-06-11 20:25:30.873722,27,77,2911,232,OFF
2026-06-11 20:25:35.898390,22,67,2129,101,OFF
2026-06-11 20:25:40.943712,38,57,903,1027,ON
2026-06-11 20:25:46.001046,39,60,2789,3408,OFF
2026-06-11 20:25:51.078468,34,77,842,3320,ON
2026-06-11 20:25:56.121607,28,44,2204,395,OFF
2026-06-11 20:26:01.134421,39,49,3701,659,OFF
2026-06-11 20:26:06.145424,39,40,717,1185,ON
2026-06-11 20:26:11.166705,26,59,491,3417,ON
2026-06-11 20:26:16.199987,27,87,1708,801,ON
2026-06-11 20:26:21.212321,32,72,2760,28,OFF
2026-06-11 20:26:26.258136,25,60,4015,1886,OFF
2026-06-11 20:26:31.290494,24,56,2381,91,OFF
2026-06-11 20:26:36.324442,38,78,1819,343,ON
2026-06-11 20:26:41.364852,35,47,515,272,ON
2026-06-11 20:26:46.379709,29,51,324,920,ON
2026-06-11 20:26:51.390493,40,59,3922,323,OFF
2026-06-11 20:26:56.411425,25,75,2787,3618,OFF
2026-06-11 20:27:01.449542,37,72,3969,3319,OFF
2026-06-11 20:27:06.488247,23,52,3552,66,OFF
2026-06-11 20:27:11.503697,39,83,2256,2494,OFF
2026-06-11 20:27:16.543456,24,45,1013,2767,ON
2026-06-11 20:27:21.568836,35,56,1441,2480,ON
2026-06-11 20:27:26.585353,27,67,3796,3458,OFF
2026-06-11 20:27:31.635936,27,79,1656,1695,ON
2026-06-11 20:27:36.717729,37,71,1172,1726,ON
2026-06-11 20:27:41.759572,22,40,1202,1827,ON
2026-06-11 20:27:46.791950,37,74,1291,289,ON
2026-06-11 20:27:51.854604,29,42,697,3228,ON
2026-06-11 20:27:56.887982,37,55,2318,2262,OFF
2026-06-11 20:28:01.956603,36,43,1219,2988,ON
2026-06-11 20:28:07.029872,36,57,2096,801,OFF
2026-06-11 20:28:12.051487,28,42,803,555,ON
2026-06-11 20:28:17.105679,30,47,608,3726,ON
2026-06-11 20:28:22.184283,29,54,2821,2685,OFF
2026-06-11 20:28:27.213013,39,40,1964,904,ON
2026-06-11 20:28:32.252737,33,85,3702,2786,OFF
2026-06-11 20:28:37.296027,23,44,3592,131,OFF
2026-06-11 20:28:42.321938,27,67,3239,514,OFF
2026-06-11 20:28:47.351421,32,46,1064,918,ON
2026-06-11 20:28:52.398352,25,59,116,1494,ON
2026-06-11 20:28:57.432921,29,87,3669,1515,OFF
2026-06-11 20:29:02.455329,36,85,2347,1422,OFF
2026-06-11 20:29:07.513132,29,90,813,324,ON
2026-06-11 20:29:12.525508,31,85,3139,3010,OFF
2026-06-11 20:29:17.585162,28,50,2919,489,OFF
2026-06-11 20:29:22.604461,31,88,3699,2701,OFF
2026-06-11 20:29:27.674745,34,54,3742,983,OFF
2026-06-11 20:29:32.755053,27,65,2091,1737,OFF
2026-06-11 20:29:37.835042,38,83,3236,4059,OFF
2026-06-11 20:29:42.857948,40,78,3152,3312,OFF
2026-06-11 20:29:47.973374,27,53,2730,2057,OFF
2026-06-11 20:29:52.985736,40,47,2561,205,OFF
2026-06-11 20:29:58.050851,25,69,3653,1240,OFF
2026-06-11 20:30:03.073419,31,67,4073,3501,OFF
2026-06-11 20:30:08.084030,26,82,1255,2040,ON
2026-06-11 20:30:13.194472,38,83,3038,3051,OFF
2026-06-11 20:30:18.311838,25,82,3315,2657,OFF
2026-06-11 20:30:23.363088,32,73,801,3167,ON
2026-06-11 20:30:28.395445,33,56,3331,3644,OFF
2026-06-11 20:30:33.467660,35,44,991,2674,ON
2026-06-11 20:30:38.478999,31,55,627,2093,ON
2026-06-11 20:30:43.557460,37,82,3733,3116,OFF
2026-06-11 20:30:48.619691,32,75,2599,2094,OFF
2026-06-11 20:30:53.629375,37,55,3300,943,OFF
2026-06-11 20:30:58.658927,37,60,1512,4037,ON
2026-06-11 20:31:03.667698,23,71,818,871,ON
2026-06-11 20:31:08.689815,31,61,1180,1828,ON
2026-06-11 20:31:13.712178,38,79,1119,1654,ON
2026-06-11 20:31:18.735878,29,79,4014,2119,OFF
2026-06-11 20:31:23.771805,22,71,2725,3973,OFF
2026-06-11 20:31:28.786755,28,54,2698,2997,OFF
2026-06-11 20:31:33.812590,32,90,1043,2992,ON
2026-06-11 20:31:38.860277,34,79,3822,1162,OFF
2026-06-11 20:31:43.899131,32,70,2158,4049,OFF
2026-06-11 20:31:48.940357,38,60,3228,1831,OFF
2026-06-11 20:31:53.961279,29,73,1696,1270,ON
2026-06-11 20:31:59.031382,34,73,2965,14,OFF
2026-06-11 20:32:04.053351,24,47,1516,1632,ON
2026-06-11 20:32:09.079384,33,49,3661,1711,OFF
2026-06-11 20:32:14.099894,30,85,490,2578,ON
2026-06-11 20:32:19.151288,35,86,534,3492,ON
2026-06-11 20:32:24.222593,35,77,939,3512,ON
2026-06-11 20:32:29.242891,28,72,1610,337,ON
2026-06-11 20:32:34.267194,31,84,3121,1896,OFF
2026-06-11 20:32:39.277023,25,82,2602,1927,OFF
2026-06-11 20:32:44.285986,23,80,2253,1503,OFF
2026-06-11 20:32:49.295592,38,58,463,543,ON
2026-06-11 20:32:54.314418,32,86,3274,1999,OFF
2026-06-11 20:32:59.344578,24,46,4045,3421,OFF
2026-06-11 20:33:04.369366,26,50,2263,2869,OFF
2026-06-11 20:33:09.403280,37,73,347,3319,ON
2026-06-11 20:33:14.473574,29,40,1228,3943,ON
2026-06-11 20:33:19.546797,29,87,2371,191,OFF
2026-06-11 20:33:24.575828,30,53,1546,3883,ON
2026-06-11 20:33:29.641237,37,90,2005,1694,OFF
2026-06-11 20:33:34.675151,35,80,2154,2629,OFF
2026-06-11 20:33:39.740494,27,60,416,1614,ON
2026-06-11 20:33:44.774613,36,50,3630,169,OFF
2026-06-11 20:33:49.806616,27,55,1298,641,ON
2026-06-11 20:33:54.829229,40,74,3443,1488,OFF
2026-06-11 20:33:59.844776,25,79,2045,455,OFF
2026-06-11 20:34:04.919308,28,63,349,2182,ON
2026-06-11 20:34:09.957498,25,52,1964,3455,ON
2026-06-11 20:34:14.995569,32,89,68,2598,ON
2026-06-11 20:34:20.066535,22,54,3266,2396,OFF
2026-06-11 20:34:25.131799,26,55,298,2771,ON
2026-06-11 20:34:30.162243,30,58,913,3207,ON
2026-06-11 20:34:35.190565,38,60,1665,2164,ON
2026-06-11 20:34:40.220301,35,80,2176,3038,OFF
2026-06-11 20:34:45.307541,29,53,2563,3041,OFF
2026-06-11 20:34:50.339025,24,55,1903,78,ON
2026-06-11 20:34:55.372566,23,41,2657,2287,OFF
2026-06-11 20:35:00.446585,26,46,2237,97,OFF
2026-06-11 20:35:05.460883,38,46,3846,1805,OFF
2026-06-11 20:35:10.497169,39,49,1682,1713,ON
2026-06-11 20:35:15.536824,28,79,2468,1453,OFF
2026-06-11 20:35:20.612613,34,88,2505,852,OFF
2026-06-11 20:35:25.632307,22,52,2441,2263,OFF
2026-06-11 20:35:30.666740,23,65,1190,1180,ON
2026-06-11 20:35:35.695898,22,52,3713,953,OFF
2026-06-11 20:35:40.737503,26,82,209,1952,ON
2026-06-11 20:35:45.775186,30,62,1456,1010,ON
2026-06-11 20:35:50.918803,34,87,1361,1368,ON
2026-06-11 20:35:55.975617,28,43,2954,3715,OFF
2026-06-11 20:36:01.031788,31,71,1107,885,ON
2026-06-11 20:36:06.050399,25,68,2225,2822,OFF
2026-06-11 20:36:11.111460,32,86,141,3093,ON
2026-06-11 20:36:16.231422,27,44,3442,1827,OFF
2026-06-11 20:36:21.246223,23,67,1649,3869,ON
2026-06-11 20:36:26.293704,22,40,2865,1571,OFF
2026-06-11 20:36:31.342378,37,81,1634,1856,ON
2026-06-11 20:36:36.351325,37,51,862,1151,ON
2026-06-11 20:36:41.362495,24,82,1875,1207,ON
2026-06-11 20:36:46.411681,27,78,2169,1416,OFF
2026-06-11 20:36:51.420095,23,71,3637,3024,OFF
2026-06-11 20:36:56.466646,31,84,2036,3617,OFF
2026-06-11 20:37:01.478105,31,44,2200,3114,OFF
2026-06-11 20:37:06.502312,26,73,3635,2730,OFF
2026-06-11 20:37:11.568374,37,59,1156,1319,ON
2026-06-11 20:37:16.597874,40,51,2272,1787,OFF
2026-06-11 20:37:21.660584,25,88,2029,844,OFF
2026-06-11 20:37:26.680395,36,40,474,23,ON
2026-06-11 20:37:31.703934,40,81,160,1361,ON
2026-06-11 20:37:36.726579,26,60,77,517,ON
2026-06-11 20:37:41.762123,40,61,2597,2291,OFF
2026-06-11 20:37:46.777139,32,53,1856,3129,ON
2026-06-11 20:37:51.830792,26,64,3735,481,OFF
2026-06-11 20:37:56.876617,40,42,2820,861,OFF
2026-06-11 20:38:01.885291,24,51,3837,1790,OFF
2026-06-11 20:38:06.894517,27,87,1419,3025,ON
2026-06-11 20:38:11.903907,23,85,3105,1690,OFF
2026-06-11 20:38:16.920910,38,47,2601,2223,OFF
2026-06-11 20:38:21.982435,38,88,1672,2627,ON
2026-06-11 20:38:27.004384,29,52,3477,1293,OFF
2026-06-11 20:38:32.078062,26,77,3669,3123,OFF
2026-06-11 20:38:37.112745,27,80,3621,1190,OFF
2026-06-11 20:38:42.136244,23,67,3094,3196,OFF
2026-06-11 20:38:47.168768,25,74,1395,2253,ON
2026-06-11 20:38:52.196664,22,43,2374,1453,OFF
2026-06-11 20:38:57.229324,38,60,876,780,ON
2026-06-11 20:39:02.252653,23,67,3532,1973,OFF
2026-06-11 20:39:07.329528,29,48,977,2074,ON
2026-06-11 20:39:12.349265,29,63,1733,3398,ON
2026-06-11 20:39:17.389058,28,87,2993,2942,OFF
2026-06-11 20:39:22.411741,39,40,1587,1852,ON
2026-06-11 20:39:27.452362,32,83,3632,3156,OFF
2026-06-11 20:39:32.484497,27,48,3894,1519,OFF
2026-06-11 20:39:37.571113,29,71,1295,3821,ON
2026-06-11 20:39:42.609102,24,66,3925,3115,OFF
2026-06-11 20:39:47.630484,26,77,1674,4009,ON
2026-06-11 20:39:52.724539,25,59,3808,349,OFF
2026-06-11 20:39:57.749471,36,42,285,3022,ON
2026-06-11 20:40:02.810259,38,82,1292,1359,ON
2026-06-11 20:40:07.851268,39,90,2605,311,OFF
2026-06-11 20:40:12.865664,38,88,2837,1924,OFF
2026-06-11 20:40:17.917418,30,66,726,1959,ON
2026-06-11 20:40:22.926060,38,81,3516,1874,OFF
2026-06-11 20:40:27.935698,37,87,72,2804,ON
2026-06-11 20:40:32.944368,28,43,912,3353,ON
2026-06-11 20:40:37.954780,34,83,2533,1766,OFF
2026-06-11 20:40:42.965278,36,72,3525,555,OFF
2026-06-11 20:40:47.979590,23,82,4003,1157,OFF
2026-06-11 20:40:53.003008,27,59,1253,49,ON
2026-06-11 20:40:58.059630,23,82,530,3648,ON
2026-06-11 20:41:03.099507,28,78,58,2177,ON
2026-06-11 20:41:08.132595,32,81,1273,2924,ON
2026-06-11 20:41:13.166633,38,48,4067,3782,OFF
2026-06-11 20:41:18.175823,37,78,58,739,ON
2026-06-11 20:41:23.227047,27,79,1802,0,ON
2026-06-11 20:41:28.239245,27,51,171,3784,ON
